Instagram,Facebook,YouTube,Twitter,Telegram,WhatsApp,TikTok,Radio,TV,Newspaper,Website,Sales
36,70,14,6,73,1,34,39,3,37,44,39
48,63,5,34,15,13,24,10,16,24,33,12
69,91,41,49,62,12,32,20,26,28,17,45
37,85,60,47,59,26,18,30,37,3,29,45
64,28,57,39,13,1,59,36,25,7,3,11
86,80,43,5,47,24,45,21,49,2,10,41
87,31,44,3,12,20,19,41,35,30,9,10
56,70,46,29,10,2,18,41,18,44,14,15
52,57,63,68,23,39,61,44,22,12,39,43
68,79,73,57,12,13,67,26,34,4,8,14
81,22,28,28,28,8,72,25,14,14,33,26
74,21,79,11,70,38,60,32,49,45,2,24
45,33,6,2,24,10,60,13,9,8,48,49
50,49,26,43,40,25,62,28,9,1,37,27
86,30,23,57,29,6,53,2,22,26,23,17
85,81,67,34,46,19,79,32,43,25,19,25
48,53,11,6,65,17,75,46,26,48,46,36
86,28,29,71,18,3,57,19,38,23,46,17
24,77,38,17,76,23,54,15,14,19,1,48
76,72,71,9,55,28,56,23,10,6,30,28
96,69,74,35,21,29,43,35,42,43,17,31
43,25,11,44,71,2,53,42,46,1,15,18
94,43,57,75,24,31,72,49,8,20,33,13
42,43,37,7,16,2,37,7,36,27,10,47
39,87,63,7,44,22,72,48,37,5,39,43
74,49,73,79,23,34,18,7,23,6,29,11
27,41,38,78,60,13,58,28,24,24,33,23
26,76,74,4,55,34,19,22,34,31,31,10
32,54,79,77,44,8,11,38,1,41,38,34
31,92,55,11,23,18,22,34,38,45,39,25
46,21,24,56,21,16,23,42,21,8,44,49
42,72,44,55,44,23,15,27,42,23,19,43
87,54,55,21,18,16,22,23,47,4,29,45
82,87,8,35,18,19,18,7,27,45,5,22
27,35,72,59,53,27,78,47,28,23,12,11
33,25,63,47,79,14,65,48,47,42,19,20
52,57,32,14,57,20,25,35,30,1,44,15
65,57,77,66,39,39,71,42,25,37,44,16
52,20,8,23,12,25,65,44,20,11,31,32
30,23,50,7,47,23,30,47,31,2,45,27
59,64,75,10,30,28,61,12,2,16,15,38
24,54,37,56,54,35,69,17,13,19,7,42
80,57,13,37,24,21,23,26,22,32,23,43
91,22,22,46,64,36,15,29,32,13,25,16
95,34,58,33,67,10,41,6,8,13,3,20
81,42,11,8,32,15,56,20,32,45,22,18
58,49,4,11,76,37,12,35,33,21,39,36
70,72,23,48,72,33,43,24,12,37,37,19
42,36,72,72,51,15,20,23,18,1,48,15
22,34,27,13,62,30,37,38,27,19,11,27
33,86,51,25,77,12,37,34,49,28,21,35
67,84,32,26,22,20,14,48,37,30,12,12
58,74,23,61,40,29,38,12,5,27,36,14
95,79,61,21,35,7,11,2,10,25,27,15
50,34,23,1,39,31,37,18,41,26,31,35
59,48,11,56,69,28,38,33,26,38,4,41
66,37,1,11,40,16,44,17,43,7,28,39
54,27,18,23,31,17,29,43,40,35,4,22
48,54,38,17,64,31,23,2,48,12,5,11
50,64,59,57,38,18,49,24,24,44,8,14
36,30,40,75,79,2,31,34,48,20,13,48
75,42,11,8,57,20,20,35,42,6,36,44
43,65,65,71,53,26,60,12,17,8,33,42
63,58,17,14,72,35,78,32,33,19,39,17
35,25,69,66,75,37,20,39,12,24,8,45
37,88,69,70,79,14,31,44,46,14,14,39
94,48,71,59,33,19,25,43,45,47,21,19
28,33,55,76,21,30,10,2,24,28,28,34
60,60,48,16,57,37,79,39,48,4,46,23
48,34,2,43,76,25,44,5,37,37,12,13
55,76,60,27,51,22,45,42,7,49,17,32
47,41,61,57,47,4,74,2,10,49,45,35
57,43,70,45,17,24,21,10,45,12,17,20
65,69,79,64,79,23,13,18,1,17,37,18
77,42,76,64,58,16,65,12,30,17,20,41
52,57,48,64,46,18,15,24,14,21,20,28
21,31,54,78,25,10,64,12,25,16,26,17
24,45,49,70,58,35,67,18,28,38,44,35
76,80,30,53,45,17,16,5,40,5,36,41
38,69,70,68,16,32,34,22,43,31,45,13
78,53,36,64,56,11,26,21,7,37,7,39
55,26,37,3,71,3,43,35,43,15,17,49
33,79,31,79,28,23,56,9,10,46,17,28
34,28,75,30,19,16,54,32,38,16,47,49
69,63,54,8,21,8,37,2,39,43,34,24
64,59,27,12,43,22,73,35,3,48,12,44
80,30,30,29,34,11,76,35,43,35,42,38
39,32,79,18,28,28,26,38,37,33,1,33
48,75,50,48,40,2,44,48,1,37,12,38
89,36,60,78,72,29,65,35,34,9,4,16
30,56,62,51,29,13,14,20,9,7,19,41
48,34,32,48,37,10,51,22,25,48,7,42
93,57,25,21,61,21,51,1,45,41,3,47
35,44,26,31,40,15,63,30,45,46,37,21
66,75,22,23,51,31,41,17,18,13,18,32
60,40,39,17,14,22,18,48,21,34,17,33
65,87,45,28,16,37,12,30,10,11,44,13
23,91,69,21,15,10,71,16,36,1,27,43
62,44,8,24,12,3,78,31,34,35,8,47
61,66,29,25,60,19,56,34,7,23,15,35
87,87,9,54,66,11,62,47,26,19,49,12
28,37,62,45,43,18,27,23,43,47,9,35
63,58,66,18,48,25,55,11,29,31,3,27
22,35,16,61,61,29,45,8,14,24,6,48
77,50,63,78,50,15,15,2,42,1,29,25
79,44,73,14,56,32,21,27,43,13,43,46
78,81,1,7,30,2,17,23,32,34,5,14
31,20,56,23,77,15,72,25,41,16,38,31
65,34,35,41,15,30,66,11,40,16,41,15
26,72,37,63,20,15,11,1,8,34,11,37
33,64,58,6,55,1,74,49,3,44,3,19
34,91,58,15,79,20,47,4,11,13,43,49
20,27,12,14,43,8,56,37,21,21,24,31
84,66,66,67,44,1,14,47,10,41,5,27
80,67,73,21,52,24,66,2,34,18,21,16
56,43,43,65,38,23,69,46,6,40,42,16
23,57,57,29,72,12,29,18,32,46,48,23
25,28,39,45,15,31,71,19,35,38,43,21
69,53,40,43,65,1,68,49,37,17,40,38
67,29,70,40,57,19,50,5,42,47,34,12
61,83,63,43,51,14,28,6,23,23,46,31
78,63,47,66,66,7,59,3,48,12,24,26
82,88,33,76,74,17,47,35,30,40,11,49
35,67,20,13,27,36,25,36,16,16,3,25
20,86,50,39,51,29,24,48,34,7,48,16
95,90,10,26,19,13,38,39,37,41,44,31
92,67,42,14,60,18,68,18,15,40,27,29
78,59,63,25,64,36,71,18,33,20,13,14
41,53,62,67,45,10,45,27,24,37,45,35
90,66,28,44,70,38,24,21,10,6,25,33
54,53,69,24,53,1,28,4,15,8,26,14
59,79,8,26,19,6,15,39,47,48,32,45
45,20,68,71,17,10,70,3,39,29,37,36
43,61,34,29,77,32,26,17,23,43,1,45
74,71,27,34,13,28,30,32,13,7,42,35
65,48,75,71,19,27,30,30,31,21,36,13
42,88,63,64,41,38,56,19,37,49,6,49
82,38,4,6,20,39,71,7,25,44,14,33
69,57,74,42,70,39,39,27,21,47,6,33
33,74,14,8,42,29,53,33,43,37,1,43
42,28,49,58,24,11,41,24,45,16,24,20
49,32,38,65,20,21,40,15,2,30,8,18
75,71,41,10,70,2,76,16,23,12,11,25
38,77,5,73,54,23,55,49,21,34,44,29
39,35,27,47,50,9,19,14,33,26,12,25
96,43,64,43,16,21,25,6,29,4,45,29
20,87,57,39,59,16,50,40,16,27,15,18
27,38,79,18,67,23,58,48,1,16,44,46
55,30,40,48,78,2,27,37,15,19,2,33
20,88,65,27,69,28,72,4,15,4,10,42
82,66,12,62,39,37,22,20,41,17,42,47
41,43,19,48,34,2,44,18,6,2,3,42
59,32,12,2,68,30,59,30,39,44,1,30
37,87,48,75,34,4,73,32,42,33,9,38
43,54,14,25,29,15,59,11,2,26,17,48
50,84,13,49,17,29,33,16,5,46,20,30
61,85,33,18,72,6,10,21,11,11,18,21
83,46,56,68,37,14,58,35,1,16,46,12
41,53,59,61,28,37,12,39,7,7,21,23
43,36,47,24,62,21,59,3,28,48,39,27
88,45,71,79,57,34,35,25,17,34,38,20
41,90,67,55,16,28,48,20,49,10,6,47
69,22,10,55,19,34,20,15,6,41,10,31
63,59,26,48,53,37,78,1,24,34,33,10
25,55,34,45,51,30,52,45,27,47,44,21
93,57,78,2,42,23,29,32,7,7,44,36
63,86,47,34,62,21,21,15,4,13,42,35
88,47,17,50,44,33,17,45,9,8,14,17
48,50,33,54,58,9,29,16,28,12,23,45
90,74,28,59,62,12,11,2,27,41,4,36
92,64,11,66,61,15,25,37,3,34,21,49
58,68,74,8,73,25,62,45,29,8,19,31
20,57,60,46,17,20,62,2,41,1,11,31
32,48,72,2,69,19,10,5,46,3,46,15
23,37,41,12,45,26,62,15,38,23,7,20
51,40,65,14,46,30,46,41,6,40,13,22
77,62,69,60,20,39,75,15,35,3,26,21
49,44,72,56,58,31,25,24,7,2,18,49
40,78,22,58,66,39,53,10,18,8,41,16
52,35,35,19,18,2,51,10,20,22,13,46
36,93,1,58,14,32,59,37,5,36,5,38
54,46,78,38,51,30,35,38,8,23,23,49
39,91,76,19,50,2,23,40,14,13,26,47
79,34,11,36,10,39,10,8,4,15,30,40
86,46,4,43,71,10,56,28,47,23,35,10
29,27,70,27,45,28,12,34,41,26,25,35
41,74,47,74,37,23,61,11,34,2,37,27
48,25,73,51,13,20,40,44,13,10,13,10
20,42,67,59,41,32,15,2,11,14,28,15
73,61,21,55,46,16,22,5,23,30,45,44
59,87,10,61,58,35,77,23,11,38,21,16
90,91,53,71,64,32,37,32,23,20,32,48
23,80,59,79,30,23,60,23,29,8,10,14
89,80,53,52,39,32,19,23,29,33,2,17
53,49,70,44,42,10,21,12,42,26,11,32
41,61,8,79,12,26,34,8,49,17,39,40
94,77,32,61,44,19,60,30,2,46,15,23
72,74,15,70,59,35,29,21,6,14,24,30
42,94,63,33,36,34,66,34,48,20,22,30
72,60,75,28,46,13,10,22,22,13,32,21
80,29,66,26,72,6,56,20,23,31,17,32
54,24,16,37,40,14,11,6,7,12,19,41
74,20,65,4,64,7,63,36,11,45,22,23
54,30,64,39,53,34,70,40,5,18,13,16
43,92,22,33,54,13,72,48,5,49,19,27
28,61,44,64,15,14,50,4,28,27,49,23
80,57,37,62,65,7,23,42,23,47,36,18
84,36,38,28,14,1,27,20,48,6,2,40
80,45,75,31,63,33,70,1,8,26,8,49
61,20,19,3,17,38,72,34,10,34,40,38
73,20,6,19,43,38,62,35,1,14,18,46
87,23,30,51,10,22,36,36,37,37,11,30
58,88,50,25,11,6,66,34,27,6,24,31
47,21,12,56,45,31,67,15,1,19,30,18
81,60,10,7,74,19,55,43,10,34,28,44
60,46,47,22,76,25,19,37,47,21,14,46
31,48,50,79,47,11,29,24,29,30,44,19
62,45,55,33,76,11,17,44,43,36,42,25
35,24,1,10,73,30,18,49,28,11,1,49
76,48,18,64,48,15,49,48,8,27,1,23
74,76,77,78,70,18,12,31,37,47,29,49
50,69,34,74,63,16,76,45,6,37,42,27
41,27,9,18,47,18,18,47,37,7,34,49
51,54,31,1,37,19,68,26,28,15,43,15
94,22,40,62,28,20,33,38,3,33,43,21
95,29,54,42,42,16,11,36,48,31,33,17
59,52,54,29,59,15,40,6,37,20,17,43
38,63,16,16,75,31,30,23,37,21,14,47
20,43,44,74,68,24,35,6,27,49,13,16
24,49,54,27,54,11,13,37,49,45,3,40
52,37,44,74,12,25,34,38,36,2,7,10
43,78,75,6,12,26,35,47,37,32,6,35
63,54,61,57,24,36,54,29,40,1,36,10
44,53,6,47,42,4,51,23,41,28,34,46
73,92,30,20,39,6,49,19,49,34,44,29
58,87,43,50,21,2,76,22,14,1,35,28
88,62,32,72,50,15,41,35,3,14,6,20
28,46,13,64,46,10,41,17,47,2,2,13
43,37,76,72,78,34,12,25,35,6,12,21
95,82,71,77,39,25,72,25,31,3,42,41
31,87,10,2,50,26,56,47,29,4,7,16
50,84,10,70,36,20,52,15,38,14,5,12
24,41,16,77,50,20,50,34,19,19,32,11
60,56,74,27,40,12,30,17,23,7,43,49
48,27,53,44,41,32,46,15,10,44,45,21
46,48,41,35,33,11,68,46,9,15,31,16
20,74,33,15,52,27,35,33,1,24,27,22
92,73,50,27,70,39,73,23,27,34,24,23
61,45,38,15,29,32,68,23,38,1,3,36
38,48,62,13,63,10,42,45,34,26,5,48
73,25,5,47,65,24,15,27,38,29,37,41
56,28,59,45,43,6,42,43,3,39,30,18
58,82,20,30,12,4,49,17,9,40,8,13
34,45,1,72,34,33,12,5,35,8,18,42
70,86,65,1,67,10,11,10,31,4,30,10
68,36,58,28,25,29,61,23,8,9,2,45
76,74,54,64,60,1,75,8,3,5,9,17
41,36,51,29,60,30,35,40,36,32,2,16
43,46,43,70,33,9,14,31,44,27,48,13
94,60,18,48,22,13,47,32,46,46,47,25
32,69,47,5,72,34,68,32,24,20,10,40
50,91,33,79,34,23,13,43,46,45,41,36
47,87,66,35,47,32,60,46,17,20,31,18
84,22,48,4,28,6,20,32,36,23,19,49
63,69,13,21,64,36,50,44,22,7,4,24
51,87,61,5,50,30,40,29,48,16,7,22
63,50,35,30,15,14,21,9,24,42,16,18
67,28,77,1,73,29,61,47,23,20,18,46
90,32,60,71,68,6,76,44,10,24,45,29
20,73,51,67,60,31,11,21,18,1,35,38
81,57,11,59,15,37,71,34,28,43,1,30
38,52,63,75,35,33,42,38,28,40,10,19
89,51,46,69,60,6,67,40,14,3,26,25
49,31,47,3,63,24,61,42,20,19,46,12
58,32,60,54,13,14,65,1,33,9,6,13
35,30,77,54,49,3,16,11,49,7,34,15
37,52,40,42,69,13,50,43,21,17,30,33
41,59,25,66,50,19,57,26,10,28,6,26
74,76,52,62,34,30,72,40,16,28,1,23
26,23,72,33,72,39,32,37,30,22,7,34
91,82,55,63,67,15,59,27,2,9,36,29
44,66,6,13,68,15,18,2,38,35,44,24
96,60,70,64,79,34,37,43,39,7,14,34
39,94,36,27,40,30,48,31,37,41,32,13
64,85,75,66,28,25,75,25,37,45,15,22
45,71,24,43,60,24,36,30,23,1,20,26
73,57,67,24,17,14,58,14,38,1,11,48
66,56,24,63,40,19,21,44,45,5,45,24
91,45,52,50,39,29,37,14,26,39,33,40
31,55,56,74,76,16,68,11,40,34,18,20
44,83,28,6,64,5,53,17,26,16,45,43
93,29,38,77,20,22,65,27,45,6,1,11
26,54,46,78,11,18,32,36,45,13,32,43
96,69,11,58,67,23,75,38,24,41,12,24
34,69,53,78,22,36,58,15,30,26,49,12
66,47,21,2,33,23,18,49,41,24,16,15
33,22,6,73,21,32,77,11,18,43,5,40
69,49,74,2,15,3,13,3,22,35,46,49
26,30,42,33,22,36,29,26,33,32,3,16
32,66,37,76,12,20,69,12,25,40,30,16
77,84,56,44,79,9,56,13,43,4,32,27
49,45,48,15,61,25,77,48,33,21,22,13
69,42,54,21,31,9,66,31,26,42,35,13
62,64,43,52,11,15,36,14,24,8,36,31
70,56,19,67,74,18,57,13,10,30,22,26
57,80,36,9,11,8,55,27,18,40,17,40
46,53,77,76,17,38,31,35,8,36,45,28
82,66,9,38,60,18,72,29,29,40,5,41
92,26,23,47,74,38,52,10,47,14,43,40
48,58,47,4,35,8,78,18,47,12,17,20
45,94,11,58,19,7,43,17,19,17,7,34
28,24,15,24,30,16,24,39,6,42,8,36
83,75,48,52,33,26,64,26,30,25,14,17
89,47,62,53,66,4,79,46,36,14,10,38
74,65,37,70,12,26,70,21,16,8,17,30
31,51,26,39,78,1,40,31,39,30,25,46
87,43,24,62,45,1,20,21,46,31,33,27
60,86,72,13,65,31,28,33,24,13,35,37
27,76,12,63,10,15,31,2,14,47,9,18
73,31,25,12,70,8,32,17,11,9,16,15
65,86,51,73,21,9,52,22,10,40,37,33
20,79,5,71,59,25,23,6,41,26,31,42
45,82,31,27,29,9,47,6,37,23,34,41
96,73,54,45,46,14,50,17,11,22,21,15
20,28,47,22,42,26,11,42,17,20,41,49
33,36,44,41,27,19,35,24,12,18,31,45
33,20,43,7,49,19,59,7,10,9,35,16
64,58,65,45,69,4,10,47,1,35,21,16
71,89,18,27,40,17,45,26,8,37,35,31
49,86,25,14,15,28,50,6,28,27,46,47
67,70,3,61,69,30,68,42,16,13,1,20
69,40,45,38,37,34,34,5,24,40,45,13
69,42,53,27,59,27,75,35,29,16,5,39
66,43,44,41,32,18,74,39,21,11,44,37
38,82,33,33,68,14,67,16,42,22,13,45
81,58,59,27,78,4,76,18,33,29,18,35
65,56,37,67,70,28,58,18,28,28,43,25
37,83,30,51,38,8,66,34,14,36,37,47
68,64,67,63,37,28,68,44,39,11,22,36
69,64,54,54,39,7,44,47,34,44,37,14
35,40,48,15,53,23,28,30,33,46,32,19
40,64,4,71,71,28,19,30,13,45,25,40
93,29,20,14,25,16,56,28,11,17,25,32
73,49,32,4,22,26,39,15,8,5,22,29
35,54,44,73,72,8,10,8,43,18,23,15
21,58,55,45,54,6,75,29,5,17,5,11
28,86,16,55,72,31,19,20,1,11,30,44
63,40,71,52,69,23,31,21,9,6,44,30
89,32,28,12,46,25,71,16,47,33,35,11
61,30,2,56,78,4,13,11,40,18,22,32
57,29,53,30,34,27,57,17,44,24,7,13
38,63,72,57,48,28,28,46,38,44,44,21
43,75,24,3,67,26,31,27,8,28,46,26
29,53,50,73,29,12,62,12,12,9,44,10
42,85,12,75,67,32,74,9,43,37,42,21
56,39,15,64,71,39,43,44,3,2,30,32
74,75,58,40,17,11,61,13,3,37,34,46
24,69,51,26,55,35,62,5,23,40,37,19
42,31,29,65,47,1,13,2,6,1,41,39
61,80,33,22,43,25,19,15,4,32,39,16
90,20,5,56,35,38,71,41,34,46,3,32
64,38,14,28,26,33,47,9,7,22,3,25
73,57,18,65,15,5,21,36,11,45,45,39
73,90,69,28,36,36,44,8,22,39,32,27
90,70,48,55,69,22,68,41,9,14,16,38
85,85,14,68,25,39,61,34,44,3,2,36
61,71,71,67,38,36,34,16,13,36,39,31
42,53,28,33,73,3,31,40,32,5,26,24
58,73,50,72,75,27,76,5,18,41,44,22
76,43,32,79,64,39,33,43,38,42,23,32
32,48,60,30,79,34,43,25,24,42,37,15
31,78,50,52,25,5,43,35,47,7,28,20
79,25,48,1,55,8,37,16,12,35,24,19
46,84,75,13,54,1,37,26,15,8,9,16
65,60,60,48,36,10,42,43,4,29,38,49
82,93,71,4,42,22,59,21,2,25,44,24
86,87,31,28,12,19,26,8,26,15,39,15
20,39,56,24,49,28,15,44,9,40,49,44
51,77,33,51,11,37,56,3,25,28,36,35
24,31,68,32,11,1,47,33,32,22,31,47
51,83,39,58,22,21,51,6,12,19,27,47
40,73,33,20,11,11,53,10,35,35,38,10
72,22,4,65,65,31,67,21,3,33,9,41
55,84,32,32,15,18,14,19,10,16,30,35
35,91,8,78,70,21,40,49,48,13,31,33
20,29,4,19,44,9,20,2,30,25,44,46
39,61,32,41,46,15,76,11,29,42,31,19
46,65,71,59,19,26,78,38,17,31,43,17
78,79,66,27,14,35,39,10,2,22,45,19
81,33,53,22,45,34,64,11,9,5,24,11
74,46,39,38,79,27,67,18,23,25,22,22
33,66,31,56,30,34,41,8,43,33,7,49
46,57,16,31,58,26,55,37,3,2,12,19
81,92,61,41,13,15,12,13,1,4,22,37
94,36,70,73,61,20,35,40,27,2,32,17
83,44,16,79,18,1,40,20,31,16,29,26
48,48,61,25,34,26,45,45,27,38,42,31
33,62,53,24,45,37,31,31,2,23,43,41
73,74,67,17,37,33,64,16,38,41,46,32
37,77,12,38,49,36,48,20,33,24,20,46
36,27,21,43,69,37,36,49,19,12,32,28
73,49,45,26,10,26,75,22,3,15,48,38
30,44,47,14,49,14,23,17,42,35,1,20
52,56,65,13,50,17,70,32,46,41,48,28
32,64,62,77,55,27,28,17,20,21,48,44
68,92,61,37,11,11,51,17,40,38,12,19
81,54,57,60,27,8,66,17,17,10,27,44
39,94,54,49,53,12,19,37,24,7,19,25
87,25,21,47,10,29,36,28,23,49,4,39
58,20,67,62,67,24,74,22,25,23,9,39
33,90,44,61,11,32,40,16,9,24,40,29
31,25,35,14,79,35,44,34,1,40,39,23
76,86,12,6,34,10,10,48,47,11,28,20
38,40,2,52,57,1,40,27,40,29,16,16
57,93,21,58,73,16,58,9,36,49,26,17
58,44,37,69,62,9,32,40,47,15,9,10
46,56,20,31,57,23,63,34,17,23,14,45
88,75,47,24,76,19,23,32,13,2,4,30
36,20,70,59,72,20,34,38,49,40,5,23
38,40,25,67,53,8,49,4,45,43,4,42
72,69,24,30,48,4,52,38,12,6,24,12
34,21,53,23,60,37,40,4,19,45,46,25
41,63,70,52,55,26,12,40,32,31,47,16
21,31,51,36,72,35,61,2,6,17,42,41
44,72,33,52,62,16,59,34,40,47,31,46
28,44,33,59,26,10,19,27,43,38,24,18
61,43,45,2,17,15,13,8,38,2,25,26
81,86,38,49,48,1,28,22,36,2,36,20
59,33,1,41,37,29,67,44,4,41,40,18
24,89,54,25,79,5,71,35,29,34,43,39
82,85,66,77,44,7,58,46,23,1,9,47
89,52,29,14,64,4,31,9,26,32,10,12
72,62,3,34,25,16,18,36,8,44,15,40
40,52,4,70,22,31,59,44,15,44,6,17
70,32,43,11,74,25,54,47,22,15,47,17
81,20,47,54,67,2,24,24,36,20,19,43
58,91,76,22,16,33,14,41,32,42,11,11
26,80,1,49,31,22,17,42,47,12,49,12
35,48,7,79,32,23,74,14,27,20,31,31
24,87,13,54,39,26,47,40,29,39,31,37
29,84,13,22,74,15,18,33,16,40,4,47
43,20,47,28,53,37,24,4,21,32,18,40
22,76,63,75,71,4,18,33,11,22,38,27
33,52,46,19,55,21,42,20,38,29,23,29
24,40,69,33,20,11,69,33,34,22,16,45
34,34,38,38,24,17,58,40,30,33,30,24
45,24,50,12,25,5,36,22,4,49,45,49
55,21,1,30,51,31,12,30,35,23,31,48
40,22,1,22,57,35,72,49,40,15,5,37
96,52,79,26,55,30,59,42,49,2,38,25
58,88,16,3,71,38,74,33,11,26,25,20
83,55,71,19,74,18,31,16,20,48,5,24
22,77,36,22,32,30,59,14,38,4,35,23
58,89,51,12,43,39,30,17,46,38,24,40
67,62,38,29,12,22,48,35,38,8,31,20
41,88,15,20,78,10,29,19,12,25,23,42
76,34,17,73,15,38,74,38,16,25,3,33
57,38,17,72,75,7,48,25,12,46,41,23
31,66,75,63,46,38,16,13,30,48,37,45
55,41,35,49,75,5,68,7,2,31,14,46
93,41,22,75,60,35,16,31,37,47,38,40
35,87,4,29,76,32,32,39,6,5,15,18
70,35,51,33,41,18,22,32,5,8,38,23
32,50,11,76,11,5,68,22,11,28,23,48
83,39,47,44,53,28,71,33,13,41,46,10
79,24,45,73,15,17,39,46,40,7,7,20
23,51,29,58,23,28,17,10,43,43,32,39
66,58,65,73,69,26,78,33,9,3,34,24
65,48,61,22,30,24,39,5,10,25,46,15
87,52,58,25,43,1,33,27,43,18,30,20
87,87,12,56,60,32,64,20,20,24,40,13
71,39,72,15,46,24,68,31,37,20,14,23
25,38,45,62,75,27,21,31,5,47,9,42
76,54,19,78,41,12,36,27,4,17,16,19
41,56,29,49,64,23,22,37,38,27,30,43
30,91,69,24,42,38,40,25,2,19,33,47
43,53,56,34,22,34,24,20,25,38,36,10
20,80,15,43,59,28,56,18,48,6,48,39
89,47,63,40,33,38,40,8,37,25,45,31
63,72,76,19,59,5,22,11,39,39,41,38
56,89,15,75,71,1,63,39,29,3,10,40
66,43,50,79,18,4,21,2,47,25,13,40
33,82,47,47,35,9,58,38,36,49,25,47
70,36,42,50,53,8,61,2,39,28,21,41
86,77,36,59,19,25,68,46,35,43,32,30
66,68,32,59,54,2,40,15,27,28,49,17
81,65,34,52,43,10,37,30,32,16,9,21
29,65,61,55,30,11,53,9,8,41,17,48
65,61,25,1,38,34,22,22,15,39,31,42
78,48,1,48,47,37,43,43,26,36,12,30
72,92,47,18,56,28,37,30,14,25,17,14
38,33,34,26,19,32,28,3,44,23,13,19
59,45,42,62,53,39,51,13,42,46,49,10
30,54,59,24,48,13,38,13,45,38,17,28
36,81,56,58,73,2,78,17,11,2,48,33
49,59,6,6,54,33,20,48,39,43,47,20
48,27,1,41,52,30,43,46,17,17,39,34
75,88,51,5,68,36,42,21,46,3,48,44
43,82,65,70,47,13,73,30,31,28,28,15
66,59,38,77,66,13,77,43,16,28,9,10
50,29,29,29,38,18,39,8,26,4,21,27
26,51,54,4,30,27,57,31,42,14,17,32
35,85,57,49,68,7,47,14,3,22,17,49
91,36,8,74,36,26,33,8,8,16,20,48
71,56,39,18,52,24,20,16,2,47,47,14
28,76,47,68,21,13,49,35,46,39,29,37
86,52,20,2,71,6,51,4,7,11,13,38
65,27,33,77,21,38,29,14,46,24,34,43
84,84,56,7,75,22,58,38,39,30,10,22
67,40,23,1,28,20,46,16,29,5,42,27
67,27,27,28,22,1,69,20,9,15,15,37
65,65,10,61,38,9,40,35,46,49,30,19
35,86,65,52,21,39,38,15,10,17,20,48
60,89,37,40,30,13,25,31,17,44,17,32
65,92,55,20,52,16,48,36,31,6,3,37
94,88,52,69,14,9,44,13,11,21,47,23
39,29,29,78,31,8,21,21,40,42,31,26
72,21,63,66,42,13,30,21,8,23,44,37
35,27,9,9,38,8,72,22,2,18,41,19
80,51,3,64,56,32,20,10,41,37,44,12
62,67,61,30,63,9,49,45,17,16,20,15
61,94,46,58,52,2,11,37,24,23,25,48
90,84,61,13,68,32,19,20,5,3,5,47
80,83,70,56,58,37,29,37,14,30,21,29
30,73,72,58,18,28,56,31,47,14,35,37
69,72,38,47,48,15,72,9,20,31,48,27
38,21,48,60,63,14,48,16,48,15,24,49
61,71,22,76,12,15,36,27,32,12,28,22
62,39,79,11,10,20,63,22,1,14,25,39
85,42,38,70,74,10,44,27,17,46,21,13
61,79,18,57,41,36,29,43,23,32,49,12
21,24,64,24,79,15,11,3,6,44,20,25
67,86,13,48,40,29,60,28,6,40,24,33
75,77,17,65,20,11,33,47,36,42,23,22
86,38,36,41,45,4,52,26,38,1,46,24
63,67,25,68,71,36,53,28,19,3,20,20
37,24,46,63,46,25,39,11,31,15,49,24
79,81,33,10,65,12,19,32,36,29,27,42
91,51,15,7,64,28,20,17,42,28,6,10
56,69,4,21,13,32,67,37,48,26,26,13
45,88,38,65,74,16,71,25,7,44,46,37
47,57,62,67,10,29,51,18,16,48,7,29
89,39,8,49,68,34,38,36,34,40,33,33
59,79,21,7,16,19,34,29,8,48,17,47
58,78,38,34,15,25,17,48,37,4,34,47
37,81,22,52,55,9,30,10,42,7,15,30
82,71,2,76,22,37,35,29,14,28,31,31
60,56,29,29,18,25,22,5,48,22,5,28
65,41,16,48,69,13,55,11,44,7,12,29
81,21,61,25,43,36,54,30,49,22,36,38
53,48,66,22,32,31,20,8,14,13,5,46
51,34,78,65,52,36,49,49,34,46,21,26
49,69,26,22,49,27,70,15,49,20,11,49
51,49,20,79,78,30,18,38,29,32,21,15
63,69,16,49,74,20,34,45,24,5,34,12
83,40,42,69,14,30,27,35,6,9,34,27
68,22,76,34,26,32,32,30,39,15,25,39
24,75,22,75,31,28,67,16,13,27,10,15
48,68,43,48,51,28,51,42,24,41,45,25
28,88,28,36,27,33,11,19,36,19,44,18
74,30,71,79,76,28,74,49,33,16,17,36
87,62,5,43,22,1,44,27,8,29,37,32
60,22,54,1,18,38,56,36,37,33,38,48
52,37,61,38,19,12,64,11,7,39,45,33
38,57,29,60,23,38,71,37,34,17,19,25
65,59,1,1,68,15,14,40,18,20,18,48
84,74,11,17,65,10,15,10,3,27,8,12
44,94,65,41,24,17,62,47,10,30,48,46
20,23,16,78,54,36,79,14,19,48,44,27
60,72,40,2,11,10,51,30,26,36,43,27
27,30,42,18,34,5,54,44,27,19,3,38
55,69,64,7,33,38,53,15,15,35,9,27
90,30,14,4,18,12,35,37,26,33,7,37
85,37,75,60,13,16,20,22,44,43,10,33
29,47,21,72,12,18,47,48,11,45,25,37
51,60,46,26,30,10,16,31,1,12,48,24
96,48,46,20,44,12,37,30,20,15,4,11
54,44,64,15,64,11,35,16,1,11,22,38
55,69,25,59,59,19,57,22,2,28,43,32
83,42,42,22,53,32,19,8,34,23,34,39
